,Alice Creek,Batavia 1,Batavia 2,Batavia 3,Bullshark camp,Chicane 1,Chicane 2,Chicane 3,Chicane 4,Chicane upper,Cloughs landing,Cloughs landing downstream,Cloughs upstream,Coolibah,Coolibah 2,Coolibah upstream,Coolibah waterpump,Cullen point,Cullen point N,Cullen point S,Dalhunty left,Dalhunty mouth,Dalhunty twin creeks,DUC1,DUC2,DUC2 2,Ducie 1,Ducie 2,Ducie 3,Ducie half way upper,Ducie Mouth AR,Ducie mouth downriver,Ducie mouth upstream,Ducie to PM AR,Gibsons waterhole,Hudson,Hudson junction,Hudson junction 2,Hudson left,Hudson mouth,Hudson to Tentpole,Hudson to Tentpole 2,Island downstream,Island downstream 2,Island haulout,Island haulout 2,Island midstream,Island midstream 2,Island midstream 3,Jabaru,Jabaru midstream,Jabaru midstream 2,Jabaru upstream 2,Jackson AR,Janie Creek AR,Jardines landing,Jut out downstream,Jut out downstream 2,Jut out midstream,Jut out midstream2,Jut out upstream,Kerr northwest AR,Kerr southeast AR,Ling creek,Ling creek 3,Ling creek downstream,Ling creek midstream,Ling creek upstream,Moreton campground,Namaleeda creek,Namaleeda downstream,Namaleeda upstream,Nimrod creek,No Name creek,Old shack,Old shack 2,Overhang,Pennefather AR,PM Cullen AR,PM Ducie Namaleeta AR,PM Mouth North AR,PM to Jaine AR,PM to Skarden,PM Wenlock AR,PM1,PM2,Processing plant,Processing plant 2,Riflebird bend,Riflebird bend downstream,Riflebird creek,Riflebird mid,Riflebird upstream,Rocky hole,Sandfly creek,Sandfly creek 1,Sandy bend,Sawfish,Sawfish new,Sawfish new 2,Skardon AR,Skardon metro,Skardon river,South Alice,Speartooth 1,Speartooth 2,Speartooth 3,Stones downstream,Stones far downstream,Stones upstream,Stones upstream 2,Tentpole creek,Tentpole mid,Tentpole mouth,Tentpole mouth 1,Tentpole mouth 2,Tentpole mouth 3,Tentpole upstream 1,Tentpole upstream 2,Top of islands,TPDSTWNMOR,TPMTNEW1,TPTWIN,TPTWIN2,TPUPP,Wenlock mouth A,Wenlock mouth B,Wenlock mouth B2,Wenlock Mouth B3,Wenlock tentpole mouth,WENMTH2M,WENMTM2M B,WNM,WNM2,WNM3,WNTH,Woodfords waterhole,WTTPDS
Island midstream 3,93.74743136,24.94041123,24.3747258,24.52325394,45.25533906,20.92203461,24.64041123,22.77056275,25.85756852,29.02031022,18.30782105,18.30782105,17.22497834,41.25411973,41.25411973,44.24823228,41.25411973,61.37026689,61.37026689,61.43595231,85.17930727,77.88813844,82.56214998,64.68153673,74.32834047,70.77270555,104.6912914,105.6782971,104.2427632,111.909668,57.83178926,61.08448045,61.93595231,57.83178926,34.28010819,5.4254834,5.559797975,5.559797975,5.4254834,4.359797975,9.253910524,9.271067812,3.911269837,3.911269837,4.018376618,3.752691193,0,0.1,0,52.41513703,52.37371568,51.93229432,52.37371568,102.3113924,75.56265504,114.9167748,8.239696962,7.815432893,9.612489168,9.612489168,11.30243866,83.12367235,81.4923015,19.4764502,5.759797975,16.09655121,18.55218613,20.04213562,122.8469263,57.32051942,58.87615434,59.47615434,53.12224382,83.89940828,25.60904038,22.70487732,11.72670273,105.509668,59.98620485,54.4920923,59.31341264,62.4903679,63.50752519,53.40508653,46.24528855,48.05950212,35.30437226,35.30437226,32.24163056,31.53452378,31.53452378,32.14163056,33.95584412,46.04823228,16.29655121,16.29655121,47.59676042,50.75950212,50.3766594,51.3666089,90.47636354,97.47463915,90.47636354,92.91900423,4.835533906,7.563961031,11.34386002,40.54701295,40.24701295,40.97127702,40.87127702,11.42670273,20.81492783,10.41959595,11.66812409,12.43380951,11.52670273,23.81909089,24.58477631,5.759797975,14.16518036,11.76812409,17.06934342,16.50365799,30.79310242,39.66417023,40.53696244,40.53696244,34.67005769,9.612489168,39.76417023,38.88132752,32.24873734,32.77300141,32.4901587,7.798275606,44.18549058,15.39655121
Jabaru,146.5424674,77.48691911,76.58986284,77.40113268,7.656854249,31.74163056,27.66761902,29.31320344,26.14335495,23.59482682,70.6058008,70.6058008,69.68864351,11.16101731,11.16101731,8.498275606,11.16101731,113.5854039,113.5854039,113.4854039,137.5601297,129.7719046,135.0258152,117.2280446,127.0405338,122.9049999,157.1549565,157.9762769,156.8721138,164.3733332,110.129769,114.0452019,114.3167748,110.129769,21.91492783,57.72346315,57.60924958,57.60924958,57.80630586,56.4920923,61.63473298,61.07199128,56.04356416,56.37493501,48.81097398,48.74528855,52.41513703,52.29087297,52.41513703,0,0.241421356,0.624264069,0.241421356,154.4436867,128.6890619,167.8774962,44.23401872,44.77544007,42.71980515,42.71980515,41.02985566,136.0843938,134.2873375,32.6901587,46.83107499,36.1529004,33.61442277,32.12447327,70.82173875,109.2871283,110.7599205,111.4427632,1.13137085,136.777287,26.55756852,29.46173157,40.8884343,158.0561759,112.8640836,107.2042856,112.6883476,115.3682466,116.6339321,106.4486507,98.95748186,100.60601,17.02792206,17.02792206,20.57350647,20.77350647,20.77350647,20.53208512,18.3764502,6.449747468,35.87005769,35.87005769,5.042640687,1.714213562,1.955634919,1.33137085,144.2655121,151.180945,144.2655121,145.5483548,57.21635636,60.14478349,63.80752519,11.9509668,12.2509668,11.60954544,11.70954544,63.8903679,73.44427843,62.96610383,64.21463197,65.06316011,64.07321061,76.44844148,77.21412691,46.83107499,66.87737367,64.39747468,69.69869401,69.13300859,83.33961031,92.70773439,93.16631304,93.16631304,87.38225099,62.15899705,92.80773439,91.75920626,85.04377336,85.48519472,85.28519472,60.26194078,15.47228714,67.9430591
Jabaru midstream,146.501046,77.52834047,76.54844148,77.44255403,7.698275606,31.7002092,27.70904038,29.27178208,26.1019336,23.63624817,70.56437944,70.56437944,69.64722215,11.11959595,11.11959595,8.456854249,11.11959595,113.5439826,113.5439826,113.4439826,137.5187084,129.7304833,134.9843938,117.1866233,126.9991124,122.8635785,157.1135352,157.9348555,156.8306925,164.3319118,110.0883476,114.0037805,114.2753534,110.0883476,21.87350647,57.7648845,57.56782823,57.56782823,57.7648845,56.45067094,61.59331163,61.03056993,56.08498551,56.33351365,48.85239533,48.7038672,52.37371568,52.24945161,52.37371568,0.241421356,0,0.524264069,0,155.4792206,129.1446968,167.2561759,44.02691193,44.73401872,42.51269837,42.51269837,40.65706345,136.2915006,134.577287,32.31736649,46.87249635,35.94579362,33.40731599,31.75168107,70.97026689,109.7427632,111.1327127,111.8983982,0.807106781,136.3216521,26.35046174,29.17178208,40.5156421,158.6774962,113.2368758,107.1628642,112.729769,115.7410388,117.0067243,106.6557575,98.99890322,100.6474314,16.90365799,16.90365799,20.53208512,20.6492424,20.6492424,20.49066376,18.33502884,6.408326112,35.6629509,35.6629509,4.918376618,1.755634919,2.079898987,1.372792206,144.9696752,151.8851081,144.9696752,145.0098772,57.25777772,59.82051942,63.76610383,11.90954544,12.20954544,11.48528137,11.66812409,63.93178926,73.48569978,62.84183976,64.17321061,64.93889604,64.03178926,76.48986284,77.08986284,46.87249635,66.83595231,64.27321061,69.57442995,69.00874452,83.13250353,92.66631304,93.37341982,93.37341982,87.42367235,62.1175757,92.84915575,91.88347032,85.00235201,85.44377336,85.24377336,60.22051942,15.34802307,67.90163774
Jabaru midstream 2,146.0596247,77.0040764,76.10702013,76.91828996,7.174011537,31.25878785,27.18477631,28.83036072,25.66051224,23.1119841,70.12295808,70.12295808,69.2058008,10.67817459,10.67817459,8.015432893,10.67817459,113.1025612,113.1025612,113.0025612,137.077287,129.2890619,134.5429724,116.7452019,126.5576911,122.4221572,156.6721138,157.4934342,156.3892711,163.8904905,109.6469263,113.5623592,113.8339321,109.6469263,21.43208512,57.24062043,57.12640687,57.12640687,57.32346315,56.00924958,61.15189027,60.58914857,55.56072145,55.8920923,48.32813127,48.26244584,51.93229432,51.80803025,51.93229432,0.624264069,0.524264069,0,0.524264069,154.0436867,128.2890619,168.4716088,43.83401872,44.45828278,42.31980515,42.31980515,40.62985566,135.4358657,133.7216521,32.2901587,46.59676042,35.83574311,33.29726548,31.72447327,71.0803174,109.7155554,111.0226622,111.7883476,1.272792206,136.5429724,26.15756852,29.06173157,40.4884343,157.8218613,112.629769,107.1356565,112.2055049,115.0510893,116.2339321,106.3800215,98.47463915,100.2888527,16.54507935,16.54507935,20.09066376,20.29066376,20.29066376,20.0492424,17.89360749,5.801219331,35.5529004,35.5529004,4.39411255,1.23137085,1.555634919,0.765685425,144.0311975,150.6981023,144.0311975,145.6454111,57.14772721,59.71046891,63.90458146,11.30243866,11.68528137,10.96101731,11.06101731,63.90458146,73.5413347,62.89747468,64.14600282,64.91168825,64.00458146,76.37981233,77.14549776,46.59676042,66.72590181,64.24600282,69.71290758,69.23006486,83.18813844,92.39057711,93.01484117,93.01484117,87.14793642,62.0903679,92.57341982,91.44204897,84.80945879,85.33372286,85.13372286,60.27615434,14.82375901,67.87442995
Jabaru upstream 2,146.501046,77.52834047,76.54844148,77.44255403,7.698275606,31.7002092,27.70904038,29.27178208,26.1019336,23.63624817,70.56437944,70.56437944,69.64722215,11.11959595,11.11959595,8.456854249,11.11959595,113.5439826,113.5439826,113.4439826,137.5187084,129.7304833,134.9843938,117.1866233,126.9991124,122.8635785,157.1135352,157.9348555,156.8306925,164.3319118,110.0883476,114.0037805,114.2753534,110.0883476,21.87350647,57.7648845,57.56782823,57.56782823,57.7648845,56.45067094,61.59331163,61.03056993,56.08498551,56.33351365,48.85239533,48.7038672,52.37371568,52.24945161,52.37371568,0.241421356,0,0.524264069,0,155.4792206,129.1446968,167.2561759,44.02691193,44.73401872,42.51269837,42.51269837,40.65706345,136.2915006,134.577287,32.31736649,46.87249635,35.94579362,33.40731599,31.75168107,70.97026689,109.7427632,111.1327127,111.8983982,0.807106781,136.3216521,26.35046174,29.17178208,40.5156421,158.6774962,113.2368758,107.1628642,112.729769,115.7410388,117.0067243,106.6557575,98.99890322,100.6474314,16.90365799,16.90365799,20.53208512,20.6492424,20.6492424,20.49066376,18.33502884,6.408326112,35.6629509,35.6629509,4.918376618,1.755634919,2.079898987,1.372792206,144.9696752,151.8851081,144.9696752,145.0098772,57.25777772,59.82051942,63.76610383,11.90954544,12.20954544,11.48528137,11.66812409,63.93178926,73.48569978,62.84183976,64.17321061,64.93889604,64.03178926,76.48986284,77.08986284,46.87249635,66.83595231,64.27321061,69.57442995,69.00874452,83.13250353,92.66631304,93.37341982,93.37341982,87.42367235,62.1175757,92.84915575,91.88347032,85.00235201,85.44377336,85.24377336,60.22051942,15.34802307,67.90163774
Jackson AR,92.58590899,78.0295598,78.46803743,78.96803743,147.4495742,121.9564717,126.3375901,124.053528,127.9689609,131.1317026,85.03199846,85.03199846,85.28641405,143.1998267,143.1998267,145.3655121,143.1998267,42.30092347,42.30092347,42.95655839,83.68641405,76.6923015,81.56631304,63.23717165,73.6295598,69.90823946,103.4126117,103.5711904,103.4611399,110.3824602,57.67442995,59.88864351,61.56854249,57.67442995,135.3145453,97.85159441,97.81017306,97.81017306,98.05159441,98.15159441,93.17463915,93.55748186,98.10306627,98.22022356,105.7983982,104.9528137,102.3113924,102.2113924,102.3113924,154.4436867,155.4792206,154.0436867,155.4792206,0,54.94011537,116.1576911,112.6706853,112.2464212,114.0434775,114.0434775,115.733427,23.30315293,22.54457429,124.2388094,110.1079436,120.693225,123.2317026,124.8044948,227.2293865,46.31635636,47.15067094,47.99919908,157.3875467,84.6432683,130.3713996,127.4672365,116.0748484,83.31311678,42.49087297,48.97909806,43.24650788,40.06955262,38.38965363,49.154834,57.1430591,55.49453096,139.901046,139.901046,136.6726189,136.1311975,136.1311975,136.5726189,138.5525179,150.3135352,120.893225,120.893225,151.944906,155.1076477,154.724805,155.5490691,12.43086579,19.26345597,12.43086579,93.58002154,98.9670273,102.2126117,92.29301577,144.9780013,144.5951586,145.3194226,145.2194226,93.40012255,99.78418459,93.72438662,93.15870119,92.45159441,93.30012255,102.7055049,103.3883476,110.1079436,92.22733034,92.97585848,96.03860018,95.47291476,109.2653029,63.30996385,62.60285707,62.60285707,68.38691911,94.02438662,63.12712114,64.17564928,71.05676759,71.43961031,71.72245302,95.83860018,148.6164789,88.07463915
Janie Creek AR,67.86559877,51.77787873,52.79625535,52.88204179,121.0322077,95.95331881,100.4172798,97.88468966,102.0486507,105.2113924,59.02884553,59.02884553,59.03473298,117.2795165,117.2795165,119.9422582,117.2795165,15.71787156,15.71787156,16.45634919,59.87737367,52.13767671,57.01168825,39.34528855,49.15777772,45.18792924,78.52661608,79.26509371,78.40945879,86.32489168,32.61269837,35.33401872,36.43401872,32.61269837,109.8084487,72.09696962,71.6413347,71.6413347,72.13128419,71.98275606,67.42001436,67.63717165,72.09991334,72.38275606,79.38103166,78.70113268,75.56265504,76.04255403,75.56265504,128.6890619,129.1446968,128.2890619,129.1446968,54.94011537,0,90.52611101,85.54204897,85.20062761,86.91484117,86.91484117,88.52194796,33.18427125,32.04995667,96.94448763,83.06214998,93.48174593,95.93738085,97.42733034,199.852222,20.54335495,21.93330445,22.78183259,130.0103823,59.09453096,102.9942351,100.090072,88.94621202,28.53868684,15.5764502,22.04041123,18.66345597,13.66223664,19.19482682,21.99188309,30.0629509,28.24873734,112.5238816,112.5238816,109.2954544,108.7540331,108.7540331,109.1954544,111.1753534,122.9363707,93.68174593,93.68174593,124.5677416,127.7304833,127.3476406,128.1719046,42.44234483,49.1920923,42.44234483,67.69991334,72.13544725,75.29818895,65.46143571,117.6008368,117.2179941,117.9422582,117.8422582,66.56854249,73.28397539,66.80996385,66.32712114,65.70285707,66.46854249,76.12245302,76.88813844,83.06214998,65.478593,66.22712114,69.28986284,68.72417741,82.68225099,36.31269837,35.60559159,35.60559159,41.55533906,67.19280656,36.21269837,37.09554108,43.9766594,44.35950212,44.64234483,69.08986284,121.2393144,61.2430591
Jardines landing,22.52914139,92.12611101,92.15037508,92.15331881,160.1377993,135.5559667,139.0258152,137.2388094,141.5684558,143.9027704,97.30601,97.30601,98.9687517,156.0537372,156.0537372,159.0478498,156.0537372,75.25676759,75.25676759,74.58691911,47.76244584,38.5156421,44.39970414,51.09797975,41.28549058,45.33818177,11.66812409,11.15391052,11.9509668,4.069848481,59.66904756,55.0021428,53.84356416,59.66904756,149.0797257,111.1197185,111.1611399,111.1611399,111.4854039,111.6682466,106.6084487,106.4942351,111.1226622,111.9854039,118.9008368,118.9665222,114.9167748,115.8108873,114.9167748,167.8774962,167.2561759,168.4716088,167.2561759,116.1576911,90.52611101,0,124.6476406,124.2233765,126.0204328,126.0204328,127.8760677,95.89301577,94.01311678,136.2157646,122.0848989,132.6701802,135.2086579,136.7814501,239.0406563,69.48569978,70.05138521,70.81707063,169.1988166,35.46000718,142.2655121,139.4441918,128.217489,120.1417531,74.28691911,68.07148622,72.24844148,76.44966081,76.77392488,72.32417741,70.01290758,69.89575029,151.6294731,151.6294731,148.8152596,148.1081528,148.1081528,148.7152596,150.4466304,162.124805,132.9530229,132.9530229,163.7561759,166.9189176,166.5360749,167.3603389,104.2398195,111.2380951,104.2398195,22.86051224,110.6611399,113.989567,104.069971,156.7892711,156.3235857,157.1306925,157.0306925,105.3427632,111.7268253,105.4184992,105.0184992,104.3942351,105.1599205,114.7309883,115.4966738,122.0848989,104.2528137,104.9184992,108.0640836,107.4983982,121.4564717,74.83839098,74.21412691,74.21412691,80.08103166,105.8013419,74.73839098,75.86976183,82.41950929,82.96803743,83.08519472,107.6155554,160.344906,99.93443712
Jut out downstream,102.2841846,33.31147904,32.91147904,33.2256926,36.74284989,12.40954544,15.96223664,14.42375901,17.26223664,20.59066376,26.51320344,26.51320344,25.51320344,32.90731599,32.90731599,35.81858582,32.90731599,69.65849199,69.65849199,69.80702013,93.79890322,86.17636354,90.93321779,73.21828996,82.78225099,79.22661608,113.1452019,113.9665222,112.5309883,120.5292639,66.12001436,69.62123369,70.55554826,66.12001436,25.93330445,13.87939392,13.76518036,13.76518036,13.63086579,12.56518036,17.79066376,17.72497834,12.28233765,12.28233765,4.884062043,4.984062043,8.239696962,8.695331881,8.239696962,44.23401872,44.02691193,43.83401872,44.02691193,112.6706853,85.54204897,124.6476406,0,0.707106781,1.514213562,1.514213562,3.287005769,92.73738085,91.02316729,11.79238816,2.738477631,8.163961031,10.78528137,12.35807358,115.5285497,66.27148622,67.66143571,68.50996385,45.43818177,93.01606051,17.84213562,14.93797257,3.711269837,115.0405338,69.76559877,63.85727266,69.42417741,72.26976183,73.53544725,63.35016588,55.5276262,57.42468248,27.5374675,27.5374675,24.39188309,23.76761902,23.76761902,24.20904038,26.18893937,38.28132752,8.446803743,8.446803743,39.74701295,43.15828278,42.69259736,43.68254685,101.0013419,107.7510893,101.0013419,101.869971,13.62081528,16.10071427,20.29482682,32.61442277,32.23158005,33.03868684,32.93868684,20.2119841,29.51736649,19.20487732,20.53624817,21.21909089,20.3119841,32.52152955,33.20437226,2.738477631,23.03330445,20.63624817,25.77178208,25.28893937,38.99848481,49.36072145,49.9021428,49.9021428,43.86955262,18.56345597,49.46072145,48.41219331,41.44823228,41.97249635,41.77249635,16.7492424,36.17005769,24.18183259
Jut out downstream 2,101.9427632,32.88721497,32.48721497,32.71858582,37.28427125,12.9509668,16.58650071,15.04802307,17.88650071,21.21492783,26.08893937,26.08893937,25.08893937,33.53158005,33.53158005,36.36000718,33.53158005,69.23422792,69.23422792,69.38275606,93.45748186,85.83494219,90.50895372,72.79402589,82.35798693,78.80235201,112.7209378,113.5422582,112.1067243,120.1049999,65.61290758,69.19696962,70.13128419,65.61290758,26.55756852,13.45512986,13.34091629,13.34091629,13.20660172,12.05807358,17.36639969,17.30071427,11.77523087,11.85807358,4.542640687,4.559797975,7.815432893,8.271067812,7.815432893,44.77544007,44.73401872,44.45828278,44.73401872,112.2464212,85.20062761,124.2233765,0.707106781,0,2.055634919,2.055634919,3.745584412,90.98763338,89.02489168,12.2509668,2.314213562,8.622539674,11.24386002,12.81665222,116.1184992,64.60458146,66.07737367,66.92590181,45.8139177,91.43199846,18.30071427,15.39655121,4.087005769,113.2907863,67.93300859,62.1903679,67.01168825,70.27148622,71.70285707,61.26904756,53.69503602,55.50924958,27.83036072,27.83036072,24.76761902,24.06051224,24.06051224,24.66761902,26.48183259,38.73990617,8.905382387,8.905382387,40.12274888,43.451176,43.06833329,43.97544007,99.00306627,105.8356565,99.00306627,100.4515944,12.78233765,15.34507935,19.12497834,33.07300141,32.77300141,33.41442277,33.31442277,19.20782105,28.59604615,18.20071427,19.4492424,20.21492783,19.39066376,31.43452378,32.11736649,2.314213562,22.02914139,19.5492424,24.76761902,24.28477631,37.99432175,47.52813127,48.15239533,48.15239533,42.36833329,17.39360749,47.62813127,46.74528855,39.94701295,40.47127702,40.1884343,15.57939392,36.71147904,23.0119841
Jut out midstream,103.6569768,34.60142853,34.28427125,34.59848481,35.22863633,10.97817459,14.53086579,12.82670273,15.83086579,19.15929291,27.88599564,27.88599564,26.88599564,31.39310242,31.39310242,34.30437226,31.39310242,71.03128419,71.03128419,71.17981233,95.17169542,87.54915575,92.30601,74.42539674,84.1550432,80.59940828,114.5179941,115.3393144,113.9037805,121.9020561,67.49280656,70.99402589,71.92834047,67.49280656,24.41909089,15.25218613,15.13797257,15.13797257,15.00365799,13.93797257,19.08061325,19.01492783,13.65512986,13.65512986,6.256854249,6.356854249,9.612489168,9.985281374,9.612489168,42.71980515,42.51269837,42.31980515,42.51269837,114.0434775,86.91484117,126.0204328,1.514213562,2.055634919,0,0,1.855634919,92.86753237,90.90479067,10.27817459,4.359797975,6.649747468,9.271067812,10.76101731,113.7314934,66.48448045,67.95727266,68.8058008,43.50975465,93.89179644,16.32792206,13.42375901,2.197056275,115.1706853,69.73006486,64.48448045,69.38864351,72.15138521,73.74844148,63.56316011,55.98914857,57.80336213,25.7747258,25.7747258,22.7119841,22.08772004,22.08772004,22.6119841,24.34335495,36.60142853,6.932590181,6.932590181,38.06711396,41.14701295,40.84701295,41.75411973,101.4628642,108.4611399,101.4628642,102.9113924,14.66223664,17.14213562,21.33624817,30.93452378,30.55168107,31.27594514,31.17594514,21.17056275,30.55878785,20.24629868,21.4119841,22.17766953,21.27056275,33.48010819,34.24579362,4.359797975,23.99188309,21.5119841,26.81320344,26.33036072,40.03990617,49.57371568,50.36366517,50.36366517,44.57960313,19.4391919,49.75655839,48.70803025,42.15828278,42.68254685,42.39970414,17.62497834,34.57300141,25.14041123
Jut out midstream2,103.6569768,34.60142853,34.28427125,34.59848481,35.22863633,10.97817459,14.53086579,12.82670273,15.83086579,19.15929291,27.88599564,27.88599564,26.88599564,31.39310242,31.39310242,34.30437226,31.39310242,71.03128419,71.03128419,71.17981233,95.17169542,87.54915575,92.30601,74.42539674,84.1550432,80.59940828,114.5179941,115.3393144,113.9037805,121.9020561,67.49280656,70.99402589,71.92834047,67.49280656,24.41909089,15.25218613,15.13797257,15.13797257,15.00365799,13.93797257,19.08061325,19.01492783,13.65512986,13.65512986,6.256854249,6.356854249,9.612489168,9.985281374,9.612489168,42.71980515,42.51269837,42.31980515,42.51269837,114.0434775,86.91484117,126.0204328,1.514213562,2.055634919,0,0,1.855634919,92.86753237,90.90479067,10.27817459,4.359797975,6.649747468,9.271067812,10.76101731,113.7314934,66.48448045,67.95727266,68.8058008,43.50975465,93.89179644,16.32792206,13.42375901,2.197056275,115.1706853,69.73006486,64.48448045,69.38864351,72.15138521,73.74844148,63.56316011,55.98914857,57.80336213,25.7747258,25.7747258,22.7119841,22.08772004,22.08772004,22.6119841,24.34335495,36.60142853,6.932590181,6.932590181,38.06711396,41.14701295,40.84701295,41.75411973,101.4628642,108.4611399,101.4628642,102.9113924,14.66223664,17.14213562,21.33624817,30.93452378,30.55168107,31.27594514,31.17594514,21.17056275,30.55878785,20.24629868,21.4119841,22.17766953,21.27056275,33.48010819,34.24579362,4.359797975,23.99188309,21.5119841,26.81320344,26.33036072,40.03990617,49.57371568,50.36366517,50.36366517,44.57960313,19.4391919,49.75655839,48.70803025,42.15828278,42.68254685,42.39970414,17.62497834,34.57300141,25.14041123
Jut out upstream,105.5126117,36.29137803,35.97422074,36.37127702,33.45584412,9.288225099,12.75807358,11.13675324,14.22375901,17.38650071,29.65878785,29.65878785,28.57594514,29.70315293,29.70315293,32.78010819,29.70315293,72.8040764,72.8040764,72.86976183,96.94448763,89.23910524,93.99595949,76.11534624,85.92783541,82.4550432,116.2907863,117.1949494,115.6765727,123.7576911,69.26559877,72.68397539,73.70113268,69.26559877,22.64629868,16.94213562,16.91076477,16.91076477,16.69360749,15.71076477,20.93624817,20.70487732,15.34507935,15.51076477,7.946803743,7.963961031,11.30243866,11.67523087,11.30243866,41.02985566,40.65706345,40.62985566,40.65706345,115.733427,88.52194796,127.8760677,3.287005769,3.745584412,1.855634919,1.855634919,0,95.38590899,93.67169542,8.174011537,6.132590181,4.711269837,7.166904756,8.656854249,110.5018469,68.5058008,69.89575029,70.74427843,40.74284989,95.91311678,14.05807358,11.23675324,0.341421356,117.8547473,72.16559877,66.09158723,71.40996385,74.66976183,75.43839098,65.41879503,57.51341264,59.49331163,23.17350647,23.17350647,20.2764502,19.65218613,19.65218613,20.1764502,21.82497834,33.75168107,4.911269837,4.911269837,35.21736649,38.4629509,38.08010819,38.98721497,103.8155554,110.813831,103.8155554,104.7670273,16.43502884,19.08061325,23.10904038,28.41614716,27.95046174,28.84041123,28.65756852,23.02619767,32.74579362,22.01909089,23.35046174,24.03330445,23.12619767,35.66711396,36.43279938,6.132590181,25.93036072,23.45046174,28.91736649,28.43452378,42.39259736,51.34650788,52.13645738,52.13645738,46.18670991,21.29482682,51.44650788,50.48082246,43.84823228,44.37249635,44.08965363,19.39777054,31.88893937,26.99604615
